Lead_ID,Lead_Date,Region,City,Salesperson,Customer_Segment,Lead_Source,Lead_Quality_Score,Lead_Cost_INR,Follow_ups,Converted,Conversion_Date,Days_to_Convert,Lost_Reason
LEAD000228,2024-02-16,West,Mumbai,Rohan Mehta,Individual,Referral,71,114.98,3,Yes,2024-02-19,3,
LEAD000229,2024-02-17,South,Chennai,Isha Reddy,Individual,Google Ads,51,665.12,1,No,,,Price Too High
LEAD000230,2024-02-17,North,Jaipur,Karan Malhotra,SME,Google Ads,49,628.66,1,No,,,Price Too High
LEAD000231,2024-02-17,West,Pune,Rohan Mehta,Individual,Organic Search,68,100.66,5,No,,,Not Ready Yet
LEAD000232,2024-02-17,West,Pune,Meera Joshi,Individual,Paid Social,64,387.03,5,No,,,Budget Delayed
LEAD000233,2024-02-17,North,Lucknow,Priya Verma,Individual,Paid Social,59,434.19,4,No,,,No Response
LEAD000234,2024-02-17,West,Mumbai,Meera Joshi,SME,Paid Social,30,392.19,4,No,,,Competitor Chosen
LEAD000235,2024-02-18,North,Jaipur,Karan Malhotra,Individual,Marketplace,62,210.09,5,No,,,No Response
LEAD000236,2024-02-18,West,Mumbai,Rohan Mehta,Individual,Organic Search,41,101.94,2,Yes,2024-02-21,3,
LEAD000237,2024-02-18,North,Delhi,Aarav Sharma,Individual,Google Ads,66,587.37,3,Yes,2024-03-02,13,
LEAD000238,2024-02-18,East,Guwahati,Neha Das,SME,Paid Social,36,446.25,3,No,,,Not Ready Yet
LEAD000239,2024-02-18,North,Delhi,Karan Malhotra,Corporate,Corporate Outreach,76,300.64,5,No,,,Price Too High
LEAD000240,2024-02-19,West,Pune,Dev Patel,Individual,Paid Social,49,391.81,2,No,,,No Response
LEAD000241,2024-02-19,South,Chennai,Arjun Nair,Individual,Google Ads,55,612.45,1,No,,,No Response
LEAD000242,2024-02-19,South,Bengaluru,Isha Reddy,Individual,Referral,51,133.87,1,No,,,No Response
LEAD000243,2024-02-19,South,Chennai,Sneha Rao,Individual,Organic Search,58,80.21,1,No,,,Budget Delayed
LEAD000244,2024-02-19,South,Bengaluru,Sneha Rao,Individual,Organic Search,90,80.07,6,No,,,Not Ready Yet
LEAD000245,2024-02-19,South,Bengaluru,Isha Reddy,Individual,Walk-in,84,55.29,3,Yes,2024-03-04,14,
LEAD000246,2024-02-19,North,Delhi,Karan Malhotra,SME,Marketplace,59,175.40,2,Yes,2024-02-27,8,
LEAD000247,2024-02-19,West,Mumbai,Dev Patel,Individual,Walk-in,68,44.63,4,Yes,2024-03-04,14,
LEAD000248,2024-02-19,East,Kolkata,Neha Das,Individual,Google Ads,65,654.74,4,Yes,2024-03-13,23,
LEAD000249,2024-02-19,South,Chennai,Arjun Nair,Individual,Organic Search,88,79.70,3,Yes,2024-03-11,21,
LEAD000250,2024-02-19,East,Guwahati,Vikram Sen,Individual,Organic Search,80,94.84,2,Yes,2024-03-11,21,
LEAD000251,2024-02-19,North,Jaipur,Priya Verma,Individual,Google Ads,66,677.79,3,Yes,2024-03-03,13,
LEAD000252,2024-02-20,South,Bengaluru,Sneha Rao,SME,Corporate Outreach,49,270.81,2,No,,,No Response
LEAD000253,2024-02-20,South,Chennai,Arjun Nair,SME,Organic Search,36,81.41,2,Yes,2024-03-03,12,
LEAD000254,2024-02-20,West,Mumbai,Meera Joshi,Individual,Marketplace,68,169.38,3,Yes,2024-03-02,11,
LEAD000255,2024-02-20,East,Guwahati,Neha Das,Individual,Paid Social,34,457.72,4,No,,,Price Too High
LEAD000256,2024-02-20,West,Ahmedabad,Dev Patel,Individual,Organic Search,54,86.28,1,Yes,2024-02-28,8,
LEAD000257,2024-02-20,West,Mumbai,Rohan Mehta,Individual,Google Ads,75,682.36,3,No,,,No Response
LEAD000258,2024-02-20,West,Ahmedabad,Meera Joshi,Individual,Walk-in,33,56.93,1,Yes,2024-02-23,3,
LEAD000259,2024-02-21,South,Hyderabad,Sneha Rao,Individual,Paid Social,59,477.79,4,No,,,Budget Delayed
LEAD000260,2024-02-21,North,Delhi,Aarav Sharma,Individual,Organic Search,60,81.43,4,No,,,Price Too High
LEAD000261,2024-02-21,South,Chennai,Isha Reddy,Corporate,Corporate Outreach,55,251.09,1,No,,,No Response
LEAD000262,2024-02-21,East,Kolkata,Vikram Sen,Individual,Organic Search,41,88.77,6,No,,,Not Ready Yet
LEAD000263,2024-02-21,South,Bengaluru,Isha Reddy,Individual,Referral,58,136.24,5,No,,,No Response
LEAD000264,2024-02-22,South,Hyderabad,Sneha Rao,Individual,Organic Search,62,78.58,5,No,,,Competitor Chosen
LEAD000265,2024-02-22,South,Hyderabad,Isha Reddy,Individual,Walk-in,71,44.13,3,Yes,2024-02-26,4,
LEAD000266,2024-02-22,North,Jaipur,Priya Verma,Individual,Google Ads,81,638.06,2,Yes,2024-02-26,4,
LEAD000267,2024-02-22,South,Bengaluru,Isha Reddy,Individual,Marketplace,58,206.54,1,No,,,Competitor Chosen
LEAD000268,2024-02-22,North,Delhi,Priya Verma,Individual,Google Ads,64,585.49,2,Yes,2024-03-07,14,
LEAD000269,2024-02-22,West,Mumbai,Rohan Mehta,Individual,Organic Search,37,92.35,1,Yes,2024-02-28,6,
LEAD000270,2024-02-23,West,Pune,Rohan Mehta,Individual,Organic Search,71,102.23,1,Yes,2024-03-16,22,
LEAD000271,2024-02-23,North,Delhi,Karan Malhotra,Individual,Walk-in,78,49.21,3,Yes,2024-03-06,12,
LEAD000272,2024-02-23,North,Delhi,Karan Malhotra,SME,Paid Social,85,392.44,6,No,,,No Response
LEAD000273,2024-02-23,South,Bengaluru,Sneha Rao,Individual,Marketplace,60,216.73,3,No,,,Competitor Chosen
LEAD000274,2024-02-23,South,Bengaluru,Sneha Rao,Individual,Organic Search,59,92.07,3,Yes,2024-02-27,4,
LEAD000275,2024-02-23,West,Mumbai,Dev Patel,SME,Google Ads,46,701.81,6,No,,,Not Ready Yet
LEAD000276,2024-02-23,East,Kolkata,Neha Das,SME,Paid Social,54,412.81,6,No,,,Price Too High
LEAD000277,2024-02-24,South,Chennai,Arjun Nair,Individual,Paid Social,23,448.56,1,No,,,Competitor Chosen
LEAD000278,2024-02-24,South,Bengaluru,Isha Reddy,Individual,Marketplace,67,210.17,4,Yes,2024-02-27,3,
LEAD000279,2024-02-24,North,Lucknow,Karan Malhotra,Individual,Paid Social,32,379.48,1,No,,,Price Too High
LEAD000280,2024-02-25,East,Kolkata,Neha Das,Individual,Google Ads,32,657.63,5,No,,,No Response
LEAD000281,2024-02-25,West,Mumbai,Rohan Mehta,Individual,Marketplace,64,165.06,4,Yes,2024-03-06,10,
LEAD000282,2024-02-25,South,Chennai,Arjun Nair,Individual,Organic Search,66,83.79,4,Yes,2024-03-19,23,
LEAD000283,2024-02-26,South,Bengaluru,Sneha Rao,Individual,Organic Search,69,81.47,3,Yes,2024-03-05,8,
LEAD000284,2024-02-26,North,Lucknow,Priya Verma,Individual,Walk-in,46,49.72,4,Yes,2024-03-03,6,
LEAD000285,2024-02-26,West,Ahmedabad,Dev Patel,Individual,Marketplace,32,202.70,5,No,,,Price Too High
LEAD000286,2024-02-26,South,Bengaluru,Isha Reddy,Corporate,Walk-in,46,42.71,6,No,,,Budget Delayed
LEAD000287,2024-02-26,East,Guwahati,Neha Das,SME,Organic Search,73,101.97,4,Yes,2024-02-28,2,
LEAD000288,2024-02-27,South,Hyderabad,Isha Reddy,Corporate,Corporate Outreach,55,296.50,4,Yes,2024-03-18,20,
LEAD000289,2024-02-27,South,Hyderabad,Sneha Rao,Individual,Marketplace,77,162.42,3,Yes,2024-03-12,14,
LEAD000290,2024-02-27,East,Kolkata,Vikram Sen,Individual,Referral,62,114.68,3,Yes,2024-03-05,7,
LEAD000291,2024-02-27,West,Pune,Meera Joshi,Individual,Organic Search,49,84.20,5,No,,,No Response
LEAD000292,2024-02-27,South,Chennai,Isha Reddy,Individual,Referral,70,131.01,1,No,,,Not Ready Yet
LEAD000293,2024-02-27,North,Jaipur,Karan Malhotra,Corporate,Corporate Outreach,57,286.82,6,No,,,No Response
LEAD000294,2024-02-28,North,Delhi,Priya Verma,Individual,Walk-in,37,55.35,2,Yes,2024-03-01,2,
LEAD000295,2024-02-28,East,Kolkata,Neha Das,Individual,Walk-in,50,50.11,2,Yes,2024-03-05,6,
LEAD000296,2024-02-28,North,Jaipur,Priya Verma,SME,Marketplace,34,212.81,1,Yes,2024-03-03,4,
LEAD000297,2024-02-28,West,Mumbai,Rohan Mehta,SME,Marketplace,33,175.28,4,Yes,2024-03-02,3,
LEAD000298,2024-02-28,East,Kolkata,Kavya Roy,Individual,Organic Search,55,93.68,4,No,,,Price Too High
LEAD000299,2024-02-28,East,Kolkata,Neha Das,Individual,Paid Social,74,416.07,6,No,,,Competitor Chosen
LEAD000300,2024-02-28,South,Chennai,Isha Reddy,Individual,Google Ads,73,529.15,4,Yes,2024-03-01,2,
LEAD000301,2024-02-29,South,Bengaluru,Isha Reddy,Individual,Marketplace,70,197.66,2,No,,,Not Ready Yet
LEAD000302,2024-02-29,South,Bengaluru,Isha Reddy,SME,Google Ads,64,677.12,2,No,,,Budget Delayed
LEAD000303,2024-02-29,West,Mumbai,Rohan Mehta,Individual,Marketplace,43,214.35,1,No,,,Price Too High
LEAD000304,2024-03-01,North,Delhi,Priya Verma,SME,Organic Search,42,82.12,3,No,,,Not Ready Yet
LEAD000305,2024-03-01,North,Lucknow,Priya Verma,Individual,Marketplace,78,207.59,4,Yes,2024-03-07,6,
LEAD000306,2024-03-01,North,Delhi,Aarav Sharma,Individual,Referral,76,137.77,1,No,,,Not Ready Yet
LEAD000307,2024-03-02,West,Pune,Dev Patel,Individual,Paid Social,52,431.52,5,No,,,Price Too High
LEAD000308,2024-03-02,North,Lucknow,Aarav Sharma,SME,Organic Search,65,83.72,2,Yes,2024-03-06,4,
LEAD000309,2024-03-02,West,Ahmedabad,Meera Joshi,Individual,Referral,39,111.00,2,Yes,2024-03-09,7,
LEAD000310,2024-03-02,North,Lucknow,Karan Malhotra,Individual,Google Ads,63,674.70,5,No,,,No Response
LEAD000311,2024-03-02,East,Kolkata,Neha Das,Individual,Walk-in,66,51.01,2,Yes,2024-03-09,7,
LEAD000312,2024-03-02,West,Pune,Rohan Mehta,Individual,Marketplace,38,178.23,3,No,,,Competitor Chosen
LEAD000313,2024-03-03,South,Hyderabad,Isha Reddy,Individual,Organic Search,63,82.31,3,No,,,Price Too High
LEAD000314,2024-03-03,West,Mumbai,Meera Joshi,Individual,Google Ads,69,613.56,2,Yes,2024-03-15,12,
LEAD000315,2024-03-03,South,Chennai,Isha Reddy,Individual,Google Ads,60,691.30,6,No,,,Competitor Chosen
LEAD000316,2024-03-03,South,Bengaluru,Isha Reddy,Individual,Walk-in,68,45.46,2,Yes,2024-03-09,6,
LEAD000317,2024-03-03,South,Hyderabad,Arjun Nair,Individual,Organic Search,64,84.20,1,Yes,2024-03-23,20,
LEAD000318,2024-03-03,South,Chennai,Sneha Rao,Corporate,Corporate Outreach,69,282.81,4,No,,,Price Too High
LEAD000319,2024-03-03,West,Mumbai,Rohan Mehta,Individual,Organic Search,65,78.65,4,Yes,2024-03-16,13,
LEAD000320,2024-03-03,South,Hyderabad,Sneha Rao,Individual,Referral,43,132.35,1,Yes,2024-03-17,14,
LEAD000321,2024-03-04,East,Kolkata,Vikram Sen,Individual,Organic Search,68,78.88,4,No,,,Price Too High
LEAD000322,2024-03-04,South,Chennai,Isha Reddy,Corporate,Walk-in,66,43.15,3,No,,,Not Ready Yet
LEAD000323,2024-03-04,North,Delhi,Priya Verma,Individual,Referral,70,106.32,4,Yes,2024-03-07,3,
LEAD000324,2024-03-04,West,Mumbai,Dev Patel,SME,Corporate Outreach,47,281.83,4,No,,,Competitor Chosen
LEAD000325,2024-03-04,North,Jaipur,Priya Verma,Corporate,Corporate Outreach,56,244.95,6,Yes,2024-03-30,26,
LEAD000326,2024-03-04,West,Ahmedabad,Dev Patel,Individual,Marketplace,47,164.94,1,No,,,Not Ready Yet
LEAD000327,2024-03-04,North,Delhi,Priya Verma,Individual,Organic Search,63,95.63,3,Yes,2024-03-16,12,
LEAD000328,2024-03-05,South,Chennai,Sneha Rao,Corporate,Corporate Outreach,77,290.12,7,Yes,2024-04-10,36,
LEAD000329,2024-03-05,North,Delhi,Aarav Sharma,Individual,Organic Search,47,79.39,2,No,,,No Response
LEAD000330,2024-03-05,North,Delhi,Priya Verma,Individual,Organic Search,86,83.67,3,Yes,2024-03-21,16,
LEAD000331,2024-03-05,East,Kolkata,Neha Das,Individual,Google Ads,45,647.64,3,No,,,Price Too High
LEAD000332,2024-03-05,South,Hyderabad,Arjun Nair,Individual,Organic Search,63,90.50,4,Yes,2024-03-26,21,
LEAD000333,2024-03-05,North,Delhi,Aarav Sharma,Corporate,Corporate Outreach,61,246.49,5,Yes,2024-03-17,12,
LEAD000334,2024-03-05,North,Jaipur,Karan Malhotra,Individual,Google Ads,59,619.10,3,Yes,2024-03-29,24,
LEAD000335,2024-03-06,North,Delhi,Karan Malhotra,Individual,Referral,65,128.61,4,Yes,2024-03-18,12,
LEAD000336,2024-03-06,South,Chennai,Sneha Rao,Individual,Organic Search,51,102.48,2,Yes,2024-03-22,16,
LEAD000337,2024-03-06,South,Hyderabad,Sneha Rao,Individual,Google Ads,78,615.13,5,No,,,No Response
LEAD000338,2024-03-07,North,Lucknow,Priya Verma,Individual,Walk-in,68,50.38,2,Yes,2024-03-12,5,
LEAD000339,2024-03-07,North,Delhi,Aarav Sharma,Individual,Walk-in,49,52.45,3,Yes,2024-03-16,9,
LEAD000340,2024-03-07,North,Delhi,Priya Verma,Individual,Google Ads,72,547.97,4,Yes,2024-03-30,23,
LEAD000341,2024-03-08,South,Chennai,Sneha Rao,Individual,Paid Social,61,440.01,2,Yes,2024-03-10,2,
LEAD000342,2024-03-08,South,Hyderabad,Sneha Rao,SME,Google Ads,96,577.95,6,No,,,Price Too High
LEAD000343,2024-03-08,South,Hyderabad,Arjun Nair,Corporate,Google Ads,72,636.58,4,Yes,2024-04-06,29,
LEAD000344,2024-03-08,East,Kolkata,Vikram Sen,Individual,Paid Social,82,421.42,1,Yes,2024-03-29,21,
LEAD000345,2024-03-08,West,Ahmedabad,Meera Joshi,Individual,Marketplace,35,197.06,3,Yes,2024-03-11,3,
LEAD000346,2024-03-08,South,Bengaluru,Arjun Nair,Individual,Google Ads,58,680.54,3,Yes,2024-03-16,8,
LEAD000347,2024-03-09,North,Jaipur,Aarav Sharma,Individual,Referral,77,136.33,2,Yes,2024-03-14,5,
LEAD000348,2024-03-09,South,Bengaluru,Isha Reddy,Individual,Paid Social,53,426.54,1,Yes,2024-03-18,9,
LEAD000349,2024-03-09,West,Ahmedabad,Dev Patel,Individual,Google Ads,84,631.89,5,No,,,No Response
LEAD000350,2024-03-09,South,Bengaluru,Isha Reddy,Individual,Walk-in,40,47.02,2,Yes,2024-03-16,7,
LEAD000351,2024-03-09,North,Jaipur,Karan Malhotra,Individual,Organic Search,63,95.24,4,Yes,2024-03-27,18,
LEAD000352,2024-03-09,West,Pune,Meera Joshi,Individual,Paid Social,25,483.22,4,No,,,No Response
LEAD000353,2024-03-09,North,Lucknow,Aarav Sharma,SME,Walk-in,54,43.30,3,Yes,2024-03-12,3,
LEAD000354,2024-03-10,South,Bengaluru,Isha Reddy,Individual,Walk-in,68,43.77,4,No,,,Budget Delayed
LEAD000355,2024-03-10,North,Lucknow,Aarav Sharma,Individual,Organic Search,53,96.49,1,Yes,2024-03-13,3,
LEAD000356,2024-03-10,South,Chennai,Sneha Rao,Individual,Paid Social,69,480.96,4,No,,,Price Too High
LEAD000357,2024-03-10,South,Bengaluru,Isha Reddy,Individual,Marketplace,75,170.22,1,No,,,Price Too High
LEAD000358,2024-03-10,South,Hyderabad,Sneha Rao,Individual,Paid Social,53,484.96,4,No,,,No Response
LEAD000359,2024-03-11,West,Pune,Rohan Mehta,SME,Marketplace,31,186.14,6,No,,,Competitor Chosen
LEAD000360,2024-03-11,South,Bengaluru,Isha Reddy,Individual,Organic Search,49,89.47,5,No,,,Price Too High
LEAD000361,2024-03-11,North,Delhi,Karan Malhotra,Individual,Referral,48,107.33,4,Yes,2024-03-18,7,
LEAD000362,2024-03-11,North,Delhi,Priya Verma,Individual,Google Ads,72,534.93,6,No,,,Competitor Chosen
LEAD000363,2024-03-11,East,Guwahati,Neha Das,SME,Paid Social,61,481.93,5,No,,,Price Too High
LEAD000364,2024-03-12,West,Pune,Rohan Mehta,Individual,Google Ads,58,686.71,3,No,,,No Response
LEAD000365,2024-03-12,North,Lucknow,Karan Malhotra,Individual,Google Ads,76,634.14,2,Yes,2024-03-29,17,
LEAD000366,2024-03-12,East,Bhubaneswar,Kavya Roy,Individual,Referral,55,123.04,3,Yes,2024-03-22,10,
LEAD000367,2024-03-12,South,Bengaluru,Sneha Rao,SME,Organic Search,63,82.75,4,No,,,No Response
LEAD000368,2024-03-12,South,Chennai,Sneha Rao,Individual,Marketplace,62,185.44,4,No,,,Budget Delayed
LEAD000369,2024-03-12,North,Jaipur,Aarav Sharma,Individual,Walk-in,44,47.32,1,No,,,Not Ready Yet
LEAD000370,2024-03-13,South,Hyderabad,Isha Reddy,Individual,Organic Search,63,82.59,3,Yes,2024-03-29,16,
LEAD000371,2024-03-13,South,Hyderabad,Isha Reddy,SME,Google Ads,39,553.14,2,No,,,Price Too High
LEAD000372,2024-03-13,North,Lucknow,Karan Malhotra,Individual,Organic Search,47,81.63,4,Yes,2024-04-07,25,
LEAD000373,2024-03-13,North,Lucknow,Karan Malhotra,Individual,Referral,58,133.46,4,Yes,2024-03-20,7,
LEAD000374,2024-03-13,West,Mumbai,Dev Patel,Individual,Organic Search,55,77.11,3,Yes,2024-04-03,21,
LEAD000375,2024-03-13,South,Bengaluru,Arjun Nair,Individual,Google Ads,64,685.69,2,Yes,2024-04-01,19,
LEAD000376,2024-03-13,East,Kolkata,Neha Das,Individual,Paid Social,46,483.84,5,No,,,No Response
LEAD000377,2024-03-13,North,Delhi,Priya Verma,Individual,Organic Search,62,101.45,3,Yes,2024-04-07,25,
LEAD000378,2024-03-13,South,Chennai,Sneha Rao,Individual,Walk-in,54,47.69,1,Yes,2024-03-23,10,
LEAD000379,2024-03-14,North,Delhi,Karan Malhotra,Individual,Organic Search,23,89.91,1,No,,,Price Too High
LEAD000380,2024-03-14,North,Delhi,Priya Verma,Individual,Walk-in,46,42.90,1,No,,,Not Ready Yet
LEAD000381,2024-03-14,South,Bengaluru,Isha Reddy,SME,Walk-in,56,52.93,4,Yes,2024-03-27,13,
LEAD000382,2024-03-14,West,Pune,Rohan Mehta,Individual,Organic Search,39,85.76,3,No,,,No Response
LEAD000383,2024-03-14,East,Kolkata,Vikram Sen,Individual,Organic Search,57,98.15,5,No,,,Price Too High
LEAD000384,2024-03-14,South,Bengaluru,Sneha Rao,Individual,Organic Search,26,85.94,3,Yes,2024-03-17,3,
LEAD000385,2024-03-15,South,Bengaluru,Arjun Nair,Individual,Google Ads,45,619.06,2,Yes,2024-04-03,19,
LEAD000386,2024-03-15,South,Hyderabad,Sneha Rao,Individual,Google Ads,39,688.63,3,Yes,2024-04-03,19,
LEAD000387,2024-03-15,North,Lucknow,Priya Verma,Individual,Paid Social,83,375.62,5,No,,,No Response
LEAD000388,2024-03-15,East,Guwahati,Kavya Roy,Individual,Walk-in,68,43.04,2,Yes,2024-03-21,6,
LEAD000389,2024-03-15,North,Delhi,Priya Verma,Corporate,Corporate Outreach,64,245.10,3,No,,,Budget Delayed
LEAD000390,2024-03-16,North,Jaipur,Priya Verma,Individual,Google Ads,47,561.30,2,No,,,Price Too High
LEAD000391,2024-03-16,West,Mumbai,Meera Joshi,Individual,Walk-in,88,54.65,3,Yes,2024-03-22,6,
LEAD000392,2024-03-16,South,Chennai,Arjun Nair,SME,Walk-in,45,53.79,6,No,,,Not Ready Yet
LEAD000393,2024-03-16,South,Hyderabad,Isha Reddy,Corporate,Corporate Outreach,76,318.67,2,Yes,2024-04-09,24,
LEAD000394,2024-03-16,West,Ahmedabad,Rohan Mehta,Individual,Organic Search,56,83.25,3,No,,,Price Too High
LEAD000395,2024-03-16,West,Mumbai,Meera Joshi,Individual,Google Ads,56,584.08,5,No,,,Price Too High
LEAD000396,2024-03-17,South,Chennai,Sneha Rao,Individual,Organic Search,69,89.47,3,Yes,2024-03-20,3,
LEAD000397,2024-03-17,South,Bengaluru,Sneha Rao,Individual,Organic Search,73,97.18,4,No,,,Price Too High
LEAD000398,2024-03-17,North,Lucknow,Aarav Sharma,Individual,Organic Search,46,79.59,6,No,,,Price Too High
LEAD000399,2024-03-17,North,Jaipur,Priya Verma,Individual,Organic Search,56,76.94,3,No,,,Not Ready Yet
LEAD000400,2024-03-17,South,Chennai,Isha Reddy,SME,Referral,60,106.07,4,Yes,2024-03-19,2,
LEAD000401,2024-03-17,North,Delhi,Karan Malhotra,Individual,Walk-in,39,51.60,2,No,,,Price Too High
LEAD000402,2024-03-17,West,Ahmedabad,Dev Patel,Individual,Marketplace,68,182.49,2,Yes,2024-03-18,1,
LEAD000403,2024-03-17,West,Mumbai,Dev Patel,Individual,Referral,72,127.66,5,No,,,Budget Delayed
LEAD000404,2024-03-17,East,Kolkata,Kavya Roy,Individual,Referral,49,136.39,1,Yes,2024-03-28,11,
LEAD000405,2024-03-17,East,Guwahati,Kavya Roy,Individual,Paid Social,38,443.82,5,No,,,Budget Delayed
LEAD000406,2024-03-17,South,Hyderabad,Arjun Nair,Individual,Walk-in,53,46.15,3,Yes,2024-03-21,4,
LEAD000407,2024-03-18,South,Hyderabad,Arjun Nair,Individual,Marketplace,52,181.56,4,No,,,No Response
LEAD000408,2024-03-18,West,Ahmedabad,Dev Patel,Individual,Google Ads,42,680.78,2,No,,,Competitor Chosen
LEAD000409,2024-03-18,North,Jaipur,Priya Verma,Individual,Referral,44,116.71,1,Yes,2024-03-20,2,
LEAD000410,2024-03-18,West,Mumbai,Meera Joshi,Individual,Walk-in,41,44.31,4,No,,,Price Too High
LEAD000411,2024-03-18,North,Jaipur,Priya Verma,SME,Organic Search,73,99.91,1,No,,,Price Too High
LEAD000412,2024-03-18,East,Guwahati,Neha Das,Individual,Referral,69,114.13,1,Yes,2024-03-23,5,
LEAD000413,2024-03-19,South,Hyderabad,Isha Reddy,Individual,Marketplace,81,197.46,4,Yes,2024-03-27,8,
LEAD000414,2024-03-19,South,Hyderabad,Arjun Nair,Individual,Walk-in,64,44.78,1,Yes,2024-03-29,10,
LEAD000415,2024-03-19,North,Jaipur,Karan Malhotra,Individual,Google Ads,41,618.75,1,No,,,Price Too High
LEAD000416,2024-03-19,North,Jaipur,Karan Malhotra,Individual,Walk-in,64,47.28,4,Yes,2024-03-25,6,
LEAD000417,2024-03-19,North,Delhi,Karan Malhotra,SME,Marketplace,47,177.73,3,No,,,Price Too High
LEAD000418,2024-03-19,North,Delhi,Priya Verma,Individual,Organic Search,63,96.84,3,No,,,Not Ready Yet
LEAD000419,2024-03-20,East,Bhubaneswar,Vikram Sen,Individual,Paid Social,43,435.14,1,No,,,Not Ready Yet
LEAD000420,2024-03-20,South,Bengaluru,Sneha Rao,Individual,Google Ads,57,623.89,4,No,,,Budget Delayed
LEAD000421,2024-03-20,South,Bengaluru,Sneha Rao,SME,Corporate Outreach,80,321.42,2,Yes,2024-03-24,4,
LEAD000422,2024-03-21,South,Bengaluru,Arjun Nair,SME,Marketplace,79,170.43,3,Yes,2024-03-23,2,
LEAD000423,2024-03-21,West,Pune,Dev Patel,Individual,Walk-in,54,53.08,4,No,,,Price Too High
LEAD000424,2024-03-21,West,Mumbai,Dev Patel,Individual,Marketplace,45,175.52,1,Yes,2024-04-01,11,
LEAD000425,2024-03-21,South,Chennai,Sneha Rao,Individual,Google Ads,73,645.07,3,No,,,Price Too High
LEAD000426,2024-03-21,North,Jaipur,Karan Malhotra,SME,Organic Search,80,95.67,2,Yes,2024-04-09,19,
LEAD000427,2024-03-21,North,Jaipur,Karan Malhotra,Individual,Paid Social,41,473.95,2,No,,,Not Ready Yet
LEAD000428,2024-03-21,South,Chennai,Arjun Nair,SME,Paid Social,39,393.74,4,No,,,No Response
LEAD000429,2024-03-21,East,Guwahati,Neha Das,Individual,Paid Social,53,410.34,1,Yes,2024-04-02,12,
LEAD000430,2024-03-21,West,Mumbai,Meera Joshi,SME,Corporate Outreach,73,262.44,6,No,,,Price Too High
LEAD000431,2024-03-21,West,Ahmedabad,Meera Joshi,Individual,Walk-in,57,48.48,4,Yes,2024-03-29,8,
LEAD000432,2024-03-22,East,Kolkata,Kavya Roy,Individual,Referral,79,109.97,4,Yes,2024-03-30,8,
LEAD000433,2024-03-22,South,Hyderabad,Isha Reddy,Individual,Marketplace,51,183.11,6,No,,,Price Too High
LEAD000434,2024-03-22,South,Bengaluru,Arjun Nair,SME,Referral,60,115.04,2,Yes,2024-03-31,9,
LEAD000435,2024-03-22,North,Delhi,Karan Malhotra,Individual,Referral,63,121.91,2,Yes,2024-03-29,7,
LEAD000436,2024-03-22,North,Delhi,Aarav Sharma,SME,Referral,74,103.52,4,Yes,2024-04-04,13,
LEAD000437,2024-03-23,North,Delhi,Karan Malhotra,SME,Google Ads,56,679.20,6,No,,,No Response
LEAD000438,2024-03-23,South,Chennai,Sneha Rao,Individual,Referral,73,102.53,1,Yes,2024-03-30,7,
LEAD000439,2024-03-23,South,Hyderabad,Sneha Rao,Individual,Paid Social,31,461.41,3,No,,,No Response
LEAD000440,2024-03-23,West,Pune,Rohan Mehta,Individual,Referral,83,105.35,4,Yes,2024-03-28,5,
LEAD000441,2024-03-23,East,Bhubaneswar,Neha Das,Individual,Referral,51,115.42,6,No,,,No Response
LEAD000442,2024-03-23,West,Mumbai,Rohan Mehta,Individual,Organic Search,57,91.71,4,No,,,No Response
LEAD000443,2024-03-24,South,Bengaluru,Isha Reddy,Corporate,Corporate Outreach,72,271.87,2,No,,,Price Too High
LEAD000444,2024-03-24,South,Hyderabad,Isha Reddy,SME,Organic Search,84,96.49,3,Yes,2024-04-08,15,
LEAD000445,2024-03-24,South,Bengaluru,Isha Reddy,Individual,Google Ads,80,585.22,4,No,,,Competitor Chosen
LEAD000446,2024-03-24,South,Bengaluru,Isha Reddy,Individual,Paid Social,53,379.05,6,No,,,Price Too High
